Columns,n,type,mean,std,min,25%,50%,75%,max,value 1,value 2,value 3,value 4,value 5,freq 1,freq 2,freq 3,freq 4,freq 5,freq others,freq NA,
360X794,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,
360X795,500,float64,1.4998,0.043170446,1.4,1.5,1.5,1.5,1.6,1.5,1.4,1.6,,,407,47,46,,,0,0,
360X796,500,float64,19.9268,0.044336118,19.9,19.9,19.9,20,20,19.9,20,,,,366,134,,,,0,0,
360X797,500,float64,80.74318,7.429552058,69.38,74.6875,82.71,88.4025,90.77,69.73,70.87,76.47,89.02,70.86,14,12,10,9,8,447,0,
360X798,500,float64,80.74318,7.429552058,69.38,74.6875,82.71,88.4025,90.77,69.73,70.87,76.47,89.02,70.86,14,12,10,9,8,447,0,
360X799,500,float64,80.74318,7.429552058,69.38,74.6875,82.71,88.4025,90.77,69.73,70.87,76.47,89.02,70.86,14,12,10,9,8,447,0,
360X800,500,float64,3.93132,0.266900598,3.49,3.7625,3.9,4.11,4.47,3.56,3.9,3.58,3.88,3.91,29,28,21,17,16,389,0,
360X801,500,float64,80.74318,7.429552058,69.38,74.6875,82.71,88.4025,90.77,69.73,70.87,76.47,89.02,70.86,14,12,10,9,8,447,0,
360X802,500,float64,80.74318,7.429552058,69.38,74.6875,82.71,88.4025,90.77,69.73,70.87,76.47,89.02,70.86,14,12,10,9,8,447,0,
360X803,500,float64,3.93132,0.266900598,3.49,3.7625,3.9,4.11,4.47,3.56,3.9,3.58,3.88,3.91,29,28,21,17,16,389,0,
360X804,500,float64,80.74318,7.429552058,69.38,74.6875,82.71,88.4025,90.77,69.73,70.87,76.47,89.02,70.86,14,12,10,9,8,447,0,
360X805,500,float64,80.74318,7.429552058,69.38,74.6875,82.71,88.4025,90.77,69.73,70.87,76.47,89.02,70.86,14,12,10,9,8,447,0,
360X806,500,float64,19.9268,0.044336118,19.9,19.9,19.9,20,20,19.9,20,,,,366,134,,,,0,0,
360X807,500,float64,19.9268,0.044336118,19.9,19.9,19.9,20,20,19.9,20,,,,366,134,,,,0,0,
360X808,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,
360X809,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,
360X810,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,
360X811,500,float64,3.89608,0.256045606,3.24,3.7,3.9,4.09,4.33,3.7,3.97,4.26,4.25,3.99,25,19,14,14,13,415,0,
360X812,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,
360X813,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,
360X814,500,float64,3.89608,0.256045606,3.24,3.7,3.9,4.09,4.33,3.7,3.97,4.26,4.25,3.99,25,19,14,14,13,415,0,
360X815,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,
360X816,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,
360X817,500,float64,19.9268,0.044336118,19.9,19.9,19.9,20,20,19.9,20,,,,366,134,,,,0,0,
360X819,500,float64,84.74654,5.057716443,77.89,79.865,86.415,88.7525,93.95,79.35,78.39,81.18,78.37,88.68,18,10,10,9,9,444,0,
360X820,500,float64,84.74654,5.057716443,77.89,79.865,86.415,88.7525,93.95,79.35,78.39,81.18,78.37,88.68,18,10,10,9,9,444,0,
360X821,500,float64,84.74654,5.057716443,77.89,79.865,86.415,88.7525,93.95,79.35,78.39,81.18,78.37,88.68,18,10,10,9,9,444,0,
360X822,500,float64,4.08532,0.092771281,3.62,4.08,4.1,4.13,4.28,4.08,4.1,4.09,4.12,4.13,74,55,49,40,37,245,0,
360X823,500,float64,84.74654,5.057716443,77.89,79.865,86.415,88.7525,93.95,79.35,78.39,81.18,78.37,88.68,18,10,10,9,9,444,0,
360X824,500,float64,84.74654,5.057716443,77.89,79.865,86.415,88.7525,93.95,79.35,78.39,81.18,78.37,88.68,18,10,10,9,9,444,0,
360X825,500,float64,4.08532,0.092771281,3.62,4.08,4.1,4.13,4.28,4.08,4.1,4.09,4.12,4.13,74,55,49,40,37,245,0,
360X826,500,float64,84.74654,5.057716443,77.89,79.865,86.415,88.7525,93.95,79.35,78.39,81.18,78.37,88.68,18,10,10,9,9,444,0,
360X827,500,float64,84.74654,5.057716443,77.89,79.865,86.415,88.7525,93.95,79.35,78.39,81.18,78.37,88.68,18,10,10,9,9,444,0,
360X829,500,float64,29.8178,0.04131069,29.7,29.8,29.8,29.8,29.9,29.8,29.9,29.7,,,399,95,6,,,0,0,
360X830,500,float64,81.44216,7.369228507,70.73,74.485,85.32,88,92.27,71.31,72.68,86.85,86.86,76.33,14,13,11,8,8,446,0,
360X831,500,float64,81.44216,7.369228507,70.73,74.485,85.32,88,92.27,71.31,72.68,86.85,86.86,76.33,14,13,11,8,8,446,0,
360X832,500,float64,81.44216,7.369228507,70.73,74.485,85.32,88,92.27,71.31,72.68,86.85,86.86,76.33,14,13,11,8,8,446,0,
360X833,500,float64,4.0826,0.127216383,3.78,3.98,4.1,4.15,4.38,4.1,4.12,3.98,4.09,4.13,44,28,28,26,23,351,0,
360X834,500,float64,81.44216,7.369228507,70.73,74.485,85.32,88,92.27,71.31,72.68,86.85,86.86,76.33,14,13,11,8,8,446,0,
360X835,500,float64,81.44216,7.369228507,70.73,74.485,85.32,88,92.27,71.31,72.68,86.85,86.86,76.33,14,13,11,8,8,446,0,
360X836,500,float64,4.0826,0.127216383,3.78,3.98,4.1,4.15,4.38,4.1,4.12,3.98,4.09,4.13,44,28,28,26,23,351,0,
360X837,500,float64,81.44216,7.369228507,70.73,74.485,85.32,88,92.27,71.31,72.68,86.85,86.86,76.33,14,13,11,8,8,446,0,
360X838,500,float64,81.44216,7.369228507,70.73,74.485,85.32,88,92.27,71.31,72.68,86.85,86.86,76.33,14,13,11,8,8,446,0,
360X839,500,float64,29.8178,0.04131069,29.7,29.8,29.8,29.8,29.9,29.8,29.9,29.7,,,399,95,6,,,0,0,
360X840,500,float64,29.8178,0.04131069,29.7,29.8,29.8,29.8,29.9,29.8,29.9,29.7,,,399,95,6,,,0,0,
360X841,500,float64,82.81308,7.682665945,71.46,75.2925,86.5,89.7525,92.79,72.18,74.15,89.23,75.89,77.23,16,14,13,9,9,439,0,
360X842,500,float64,82.81308,7.682665945,71.46,75.2925,86.5,89.7525,92.79,72.18,74.15,89.23,75.89,77.23,16,14,13,9,9,439,0,
360X843,500,float64,82.81308,7.682665945,71.46,75.2925,86.5,89.7525,92.79,72.18,74.15,89.23,75.89,77.23,16,14,13,9,9,439,0,
360X844,500,float64,4.32964,0.167490826,3.99,4.2,4.29,4.5,4.67,4.53,4.22,4.19,4.28,4.2,34,33,25,24,20,364,0,
360X845,500,float64,82.81308,7.682665945,71.46,75.2925,86.5,89.7525,92.79,72.18,74.15,89.23,75.89,77.23,16,14,13,9,9,439,0,
360X846,500,float64,82.81308,7.682665945,71.46,75.2925,86.5,89.7525,92.79,72.18,74.15,89.23,75.89,77.23,16,14,13,9,9,439,0,
360X847,500,float64,4.32964,0.167490826,3.99,4.2,4.29,4.5,4.67,4.53,4.22,4.19,4.28,4.2,34,33,25,24,20,364,0,
360X848,500,float64,82.81308,7.682665945,71.46,75.2925,86.5,89.7525,92.79,72.18,74.15,89.23,75.89,77.23,16,14,13,9,9,439,0,
360X849,500,float64,82.81308,7.682665945,71.46,75.2925,86.5,89.7525,92.79,72.18,74.15,89.23,75.89,77.23,16,14,13,9,9,439,0,
360X850,500,float64,29.8178,0.04131069,29.7,29.8,29.8,29.8,29.9,29.8,29.9,29.7,,,399,95,6,,,0,0,
360X851,500,float64,0.0029074,0.0007903,0.0022,0.0025,0.0026,0.0027,0.0048,0.0026,0.0024,0.0025,0.0027,0.0044,185,86,76,38,21,94,0,
360X852,500,float64,4.2391,0.147401643,3.95,4.1075,4.19,4.38,4.52,4.1,4.06,4.41,4.11,4.36,34,33,22,22,21,368,0,
360X853,500,float64,4.2391,0.147401643,3.95,4.1075,4.19,4.38,4.52,4.1,4.06,4.41,4.11,4.36,34,33,22,22,21,368,0,
360X854,500,float64,4.2391,0.147401643,3.95,4.1075,4.19,4.38,4.52,4.1,4.06,4.41,4.11,4.36,34,33,22,22,21,368,0,
360X855,500,float64,0.2117,0.027400942,0.15,0.2,0.21,0.23,0.3,0.2,0.21,0.19,0.23,0.22,106,104,52,46,39,153,0,
360X856,500,float64,4.2391,0.147401643,3.95,4.1075,4.19,4.38,4.52,4.1,4.06,4.41,4.11,4.36,34,33,22,22,21,368,0,
360X857,500,float64,4.2391,0.147401643,3.95,4.1075,4.19,4.38,4.52,4.1,4.06,4.41,4.11,4.36,34,33,22,22,21,368,0,
360X858,500,float64,0.2117,0.027400942,0.15,0.2,0.21,0.23,0.3,0.2,0.21,0.19,0.23,0.22,106,104,52,46,39,153,0,
360X859,500,float64,4.2391,0.147401643,3.95,4.1075,4.19,4.38,4.52,4.1,4.06,4.41,4.11,4.36,34,33,22,22,21,368,0,
360X860,500,float64,4.2391,0.147401643,3.95,4.1075,4.19,4.38,4.52,4.1,4.06,4.41,4.11,4.36,34,33,22,22,21,368,0,
360X861,500,float64,0.0029074,0.0007903,0.0022,0.0025,0.0026,0.0027,0.0048,0.0026,0.0024,0.0025,0.0027,0.0044,185,86,76,38,21,94,0,
360X863,500,float64,4.23768,0.226810722,3.92,4.07,4.16,4.39,4.87,4.1,4.01,4.38,4.39,4.11,34,27,22,21,20,376,0,
360X864,500,float64,4.23768,0.226810722,3.92,4.07,4.16,4.39,4.87,4.1,4.01,4.38,4.39,4.11,34,27,22,21,20,376,0,
360X865,500,float64,82.81308,7.682665945,71.46,75.2925,86.5,89.7525,92.79,72.18,74.15,89.23,75.89,77.23,16,14,13,9,9,439,0,
360X866,500,float64,4.23768,0.226810722,3.92,4.07,4.16,4.39,4.87,4.1,4.01,4.38,4.39,4.11,34,27,22,21,20,376,0,
360X867,500,float64,4.23768,0.226810722,3.92,4.07,4.16,4.39,4.87,4.1,4.01,4.38,4.39,4.11,34,27,22,21,20,376,0,
360X868,500,float64,82.81308,7.682665945,71.46,75.2925,86.5,89.7525,92.79,72.18,74.15,89.23,75.89,77.23,16,14,13,9,9,439,0,
360X869,500,float64,4.23768,0.226810722,3.92,4.07,4.16,4.39,4.87,4.1,4.01,4.38,4.39,4.11,34,27,22,21,20,376,0,
360X870,500,float64,4.23768,0.226810722,3.92,4.07,4.16,4.39,4.87,4.1,4.01,4.38,4.39,4.11,34,27,22,21,20,376,0,
360X872,500,float64,0.0029074,0.0007903,0.0022,0.0025,0.0026,0.0027,0.0048,0.0026,0.0024,0.0025,0.0027,0.0044,185,86,76,38,21,94,0,
360X873,500,float64,4.4823,0.250434712,3.91,4.42,4.5,4.69,4.91,4.5,4.43,4.47,4.7,4.69,24,24,24,23,18,387,0,
360X874,500,float64,4.4823,0.250434712,3.91,4.42,4.5,4.69,4.91,4.5,4.43,4.47,4.7,4.69,24,24,24,23,18,387,0,
360X875,500,float64,4.4823,0.250434712,3.91,4.42,4.5,4.69,4.91,4.5,4.43,4.47,4.7,4.69,24,24,24,23,18,387,0,
360X876,500,float64,84.80304,6.57185329,75.51,78.4,88.06,90.8,94.39,77.42,75.77,90.63,78.7,79.85,18,15,14,10,9,434,0,
360X877,500,float64,4.4823,0.250434712,3.91,4.42,4.5,4.69,4.91,4.5,4.43,4.47,4.7,4.69,24,24,24,23,18,387,0,
360X878,500,float64,4.4823,0.250434712,3.91,4.42,4.5,4.69,4.91,4.5,4.43,4.47,4.7,4.69,24,24,24,23,18,387,0,
360X879,500,float64,84.80304,6.57185329,75.51,78.4,88.06,90.8,94.39,77.42,75.77,90.63,78.7,79.85,18,15,14,10,9,434,0,
360X880,500,float64,4.4823,0.250434712,3.91,4.42,4.5,4.69,4.91,4.5,4.43,4.47,4.7,4.69,24,24,24,23,18,387,0,
360X881,500,float64,4.4823,0.250434712,3.91,4.42,4.5,4.69,4.91,4.5,4.43,4.47,4.7,4.69,24,24,24,23,18,387,0,
360X882,500,float64,0.0029074,0.0007903,0.0022,0.0025,0.0026,0.0027,0.0048,0.0026,0.0024,0.0025,0.0027,0.0044,185,86,76,38,21,94,0,
360X883,500,float64,0.000527776,0.002146838,3.20E-05,5.40E-05,8.70E-05,0.00019,0.024,8.70E-05,5.50E-05,5.30E-05,0.0001,8.60E-05,22,19,17,16,16,410,0,
360X884,500,float64,4.11944,0.177150928,3.76,3.97,4.08,4.3,4.48,3.97,3.93,4.32,4.08,4,37,27,24,21,19,372,0,
360X885,500,float64,4.11944,0.177150928,3.76,3.97,4.08,4.3,4.48,3.97,3.93,4.32,4.08,4,37,27,24,21,19,372,0,
360X886,500,float64,4.11944,0.177150928,3.76,3.97,4.08,4.3,4.48,3.97,3.93,4.32,4.08,4,37,27,24,21,19,372,0,
360X887,500,float64,83.37318,6.913772993,73.15,76.5975,86.455,89.55,93.24,75.24,88.75,74.36,77.2,88.42,18,12,11,9,8,442,0,
360X888,500,float64,4.11944,0.177150928,3.76,3.97,4.08,4.3,4.48,3.97,3.93,4.32,4.08,4,37,27,24,21,19,372,0,
360X889,500,float64,4.11944,0.177150928,3.76,3.97,4.08,4.3,4.48,3.97,3.93,4.32,4.08,4,37,27,24,21,19,372,0,
360X890,500,float64,83.37318,6.913772993,73.15,76.5975,86.455,89.55,93.24,75.24,88.75,74.36,77.2,88.42,18,12,11,9,8,442,0,
360X891,500,float64,4.11944,0.177150928,3.76,3.97,4.08,4.3,4.48,3.97,3.93,4.32,4.08,4,37,27,24,21,19,372,0,
360X892,500,float64,4.11944,0.177150928,3.76,3.97,4.08,4.3,4.48,3.97,3.93,4.32,4.08,4,37,27,24,21,19,372,0,
360X893,500,float64,0.000527776,0.002146838,3.20E-05,5.40E-05,8.70E-05,0.00019,0.024,8.70E-05,5.50E-05,5.30E-05,0.0001,8.60E-05,22,19,17,16,16,410,0,
360X894,500,float64,1.4998,0.043170446,1.4,1.5,1.5,1.5,1.6,1.5,1.4,1.6,,,407,47,46,,,0,0,
360X895,500,float64,3.9881,0.210825722,3.75,3.84,3.9,4.0725,4.79,3.84,3.79,4.03,3.86,3.88,37,27,26,24,24,362,0,
360X896,500,float64,3.9881,0.210825722,3.75,3.84,3.9,4.0725,4.79,3.84,3.79,4.03,3.86,3.88,37,27,26,24,24,362,0,
360X897,500,float64,3.9881,0.210825722,3.75,3.84,3.9,4.0725,4.79,3.84,3.79,4.03,3.86,3.88,37,27,26,24,24,362,0,
360X898,500,float64,82.20876,6.941215268,71.83,75.395,85.825,88.4,91.96,72.31,74.62,75.72,72.33,74.6,12,12,9,9,8,450,0,
360X899,500,float64,3.9881,0.210825722,3.75,3.84,3.9,4.0725,4.79,3.84,3.79,4.03,3.86,3.88,37,27,26,24,24,362,0,
360X900,500,float64,3.9881,0.210825722,3.75,3.84,3.9,4.0725,4.79,3.84,3.79,4.03,3.86,3.88,37,27,26,24,24,362,0,
360X901,500,float64,82.20876,6.941215268,71.83,75.395,85.825,88.4,91.96,72.31,74.62,75.72,72.33,74.6,12,12,9,9,8,450,0,
360X902,500,float64,3.9881,0.210825722,3.75,3.84,3.9,4.0725,4.79,3.84,3.79,4.03,3.86,3.88,37,27,26,24,24,362,0,
360X903,500,float64,3.9881,0.210825722,3.75,3.84,3.9,4.0725,4.79,3.84,3.79,4.03,3.86,3.88,37,27,26,24,24,362,0,
360X904,500,float64,1.4998,0.043170446,1.4,1.5,1.5,1.5,1.6,1.5,1.4,1.6,,,407,47,46,,,0,0,
360X905,500,float64,1.4998,0.043170446,1.4,1.5,1.5,1.5,1.6,1.5,1.4,1.6,,,407,47,46,,,0,0,
360X906,500,float64,3.93132,0.266900598,3.49,3.7625,3.9,4.11,4.47,3.56,3.9,3.58,3.88,3.91,29,28,21,17,16,389,0,
360X907,500,float64,3.93132,0.266900598,3.49,3.7625,3.9,4.11,4.47,3.56,3.9,3.58,3.88,3.91,29,28,21,17,16,389,0,
360X908,500,float64,3.93132,0.266900598,3.49,3.7625,3.9,4.11,4.47,3.56,3.9,3.58,3.88,3.91,29,28,21,17,16,389,0,
360X909,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,
360X910,500,float64,3.93132,0.266900598,3.49,3.7625,3.9,4.11,4.47,3.56,3.9,3.58,3.88,3.91,29,28,21,17,16,389,0,
360X911,500,float64,3.93132,0.266900598,3.49,3.7625,3.9,4.11,4.47,3.56,3.9,3.58,3.88,3.91,29,28,21,17,16,389,0,
360X912,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,
360X913,500,float64,3.93132,0.266900598,3.49,3.7625,3.9,4.11,4.47,3.56,3.9,3.58,3.88,3.91,29,28,21,17,16,389,0,
360X914,500,float64,3.93132,0.266900598,3.49,3.7625,3.9,4.11,4.47,3.56,3.9,3.58,3.88,3.91,29,28,21,17,16,389,0,
360X915,500,float64,1.4998,0.043170446,1.4,1.5,1.5,1.5,1.6,1.5,1.4,1.6,,,407,47,46,,,0,0,
360X916,500,float64,19.9268,0.044336118,19.9,19.9,19.9,20,20,19.9,20,,,,366,134,,,,0,0,
360X917,500,float64,3.89608,0.256045606,3.24,3.7,3.9,4.09,4.33,3.7,3.97,4.26,4.25,3.99,25,19,14,14,13,415,0,
360X918,500,float64,3.89608,0.256045606,3.24,3.7,3.9,4.09,4.33,3.7,3.97,4.26,4.25,3.99,25,19,14,14,13,415,0,
360X919,500,float64,3.89608,0.256045606,3.24,3.7,3.9,4.09,4.33,3.7,3.97,4.26,4.25,3.99,25,19,14,14,13,415,0,
360X920,500,float64,80.74318,7.429552058,69.38,74.6875,82.71,88.4025,90.77,69.73,70.87,76.47,89.02,70.86,14,12,10,9,8,447,0,
360X921,500,float64,3.89608,0.256045606,3.24,3.7,3.9,4.09,4.33,3.7,3.97,4.26,4.25,3.99,25,19,14,14,13,415,0,
360X922,500,float64,3.89608,0.256045606,3.24,3.7,3.9,4.09,4.33,3.7,3.97,4.26,4.25,3.99,25,19,14,14,13,415,0,
360X923,500,float64,80.74318,7.429552058,69.38,74.6875,82.71,88.4025,90.77,69.73,70.87,76.47,89.02,70.86,14,12,10,9,8,447,0,
360X924,500,float64,3.89608,0.256045606,3.24,3.7,3.9,4.09,4.33,3.7,3.97,4.26,4.25,3.99,25,19,14,14,13,415,0,
360X925,500,float64,3.89608,0.256045606,3.24,3.7,3.9,4.09,4.33,3.7,3.97,4.26,4.25,3.99,25,19,14,14,13,415,0,
360X926,500,float64,19.9268,0.044336118,19.9,19.9,19.9,20,20,19.9,20,,,,366,134,,,,0,0,
360X928,500,float64,4.08532,0.092771281,3.62,4.08,4.1,4.13,4.28,4.08,4.1,4.09,4.12,4.13,74,55,49,40,37,245,0,
360X929,500,float64,4.08532,0.092771281,3.62,4.08,4.1,4.13,4.28,4.08,4.1,4.09,4.12,4.13,74,55,49,40,37,245,0,
360X930,500,float64,4.08532,0.092771281,3.62,4.08,4.1,4.13,4.28,4.08,4.1,4.09,4.12,4.13,74,55,49,40,37,245,0,
360X931,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,
360X932,500,float64,4.08532,0.092771281,3.62,4.08,4.1,4.13,4.28,4.08,4.1,4.09,4.12,4.13,74,55,49,40,37,245,0,
360X933,500,float64,4.08532,0.092771281,3.62,4.08,4.1,4.13,4.28,4.08,4.1,4.09,4.12,4.13,74,55,49,40,37,245,0,
360X934,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,
360X935,500,float64,4.08532,0.092771281,3.62,4.08,4.1,4.13,4.28,4.08,4.1,4.09,4.12,4.13,74,55,49,40,37,245,0,
360X936,500,float64,4.08532,0.092771281,3.62,4.08,4.1,4.13,4.28,4.08,4.1,4.09,4.12,4.13,74,55,49,40,37,245,0,
360X939,500,float64,4.0826,0.127216383,3.78,3.98,4.1,4.15,4.38,4.1,4.12,3.98,4.09,4.13,44,28,28,26,23,351,0,
360X940,500,float64,4.0826,0.127216383,3.78,3.98,4.1,4.15,4.38,4.1,4.12,3.98,4.09,4.13,44,28,28,26,23,351,0,
360X941,500,float64,4.0826,0.127216383,3.78,3.98,4.1,4.15,4.38,4.1,4.12,3.98,4.09,4.13,44,28,28,26,23,351,0,
360X942,500,float64,84.74654,5.057716443,77.89,79.865,86.415,88.7525,93.95,79.35,78.39,81.18,78.37,88.68,18,10,10,9,9,444,0,
360X943,500,float64,4.0826,0.127216383,3.78,3.98,4.1,4.15,4.38,4.1,4.12,3.98,4.09,4.13,44,28,28,26,23,351,0,
360X944,500,float64,4.0826,0.127216383,3.78,3.98,4.1,4.15,4.38,4.1,4.12,3.98,4.09,4.13,44,28,28,26,23,351,0,
360X945,500,float64,84.74654,5.057716443,77.89,79.865,86.415,88.7525,93.95,79.35,78.39,81.18,78.37,88.68,18,10,10,9,9,444,0,
360X946,500,float64,4.0826,0.127216383,3.78,3.98,4.1,4.15,4.38,4.1,4.12,3.98,4.09,4.13,44,28,28,26,23,351,0,
360X947,500,float64,4.0826,0.127216383,3.78,3.98,4.1,4.15,4.38,4.1,4.12,3.98,4.09,4.13,44,28,28,26,23,351,0,
360X949,500,float64,29.8178,0.04131069,29.7,29.8,29.8,29.8,29.9,29.8,29.9,29.7,,,399,95,6,,,0,0,
360X950,500,float64,4.32964,0.167490826,3.99,4.2,4.29,4.5,4.67,4.53,4.22,4.19,4.28,4.2,34,33,25,24,20,364,0,
360X951,500,float64,4.32964,0.167490826,3.99,4.2,4.29,4.5,4.67,4.53,4.22,4.19,4.28,4.2,34,33,25,24,20,364,0,
360X952,500,float64,4.32964,0.167490826,3.99,4.2,4.29,4.5,4.67,4.53,4.22,4.19,4.28,4.2,34,33,25,24,20,364,0,
360X953,500,float64,81.44216,7.369228507,70.73,74.485,85.32,88,92.27,71.31,72.68,86.85,86.86,76.33,14,13,11,8,8,446,0,
360X954,500,float64,4.32964,0.167490826,3.99,4.2,4.29,4.5,4.67,4.53,4.22,4.19,4.28,4.2,34,33,25,24,20,364,0,
360X955,500,float64,4.32964,0.167490826,3.99,4.2,4.29,4.5,4.67,4.53,4.22,4.19,4.28,4.2,34,33,25,24,20,364,0,
360X956,500,float64,81.44216,7.369228507,70.73,74.485,85.32,88,92.27,71.31,72.68,86.85,86.86,76.33,14,13,11,8,8,446,0,
360X957,500,float64,4.32964,0.167490826,3.99,4.2,4.29,4.5,4.67,4.53,4.22,4.19,4.28,4.2,34,33,25,24,20,364,0,
360X958,500,float64,4.32964,0.167490826,3.99,4.2,4.29,4.5,4.67,4.53,4.22,4.19,4.28,4.2,34,33,25,24,20,364,0,
360X959,500,float64,29.8178,0.04131069,29.7,29.8,29.8,29.8,29.9,29.8,29.9,29.7,,,399,95,6,,,0,0,
360X960,500,float64,21.690484,0.492027731,20.91,21.31875,21.511,22.09425,22.972,21.36,21.437,21.459,21.461,21.524,6,4,4,3,3,480,0,
360X961,500,float64,29.8178,0.04131069,29.7,29.8,29.8,29.8,29.9,29.8,29.9,29.7,,,399,95,6,,,0,0,
360X962,500,float64,29.8178,0.04131069,29.7,29.8,29.8,29.8,29.9,29.8,29.9,29.7,,,399,95,6,,,0,0,
360X963,500,float64,29.8178,0.04131069,29.7,29.8,29.8,29.8,29.9,29.8,29.9,29.7,,,399,95,6,,,0,0,
360X965,500,float64,29.8178,0.04131069,29.7,29.8,29.8,29.8,29.9,29.8,29.9,29.7,,,399,95,6,,,0,0,
360X966,500,float64,29.8178,0.04131069,29.7,29.8,29.8,29.8,29.9,29.8,29.9,29.7,,,399,95,6,,,0,0,
360X968,500,float64,29.8178,0.04131069,29.7,29.8,29.8,29.8,29.9,29.8,29.9,29.7,,,399,95,6,,,0,0,
360X969,500,float64,29.8178,0.04131069,29.7,29.8,29.8,29.8,29.9,29.8,29.9,29.7,,,399,95,6,,,0,0,
360X970,500,float64,21.690484,0.492027731,20.91,21.31875,21.511,22.09425,22.972,21.36,21.437,21.459,21.461,21.524,6,4,4,3,3,480,0,
360X971,500,int64,125284.496,65285.67495,51,69257,133214.5,175547.5,235404,24835,233816,141943,191845,54103,2,2,2,2,2,490,0,
360X973,500,float64,35.5168,2.180207414,31.8,33.7,34.5,37.9,39,33.9,38.1,38.3,37.9,38.5,30,28,23,22,22,375,0,
360X974,500,float64,35.5168,2.180207414,31.8,33.7,34.5,37.9,39,33.9,38.1,38.3,37.9,38.5,30,28,23,22,22,375,0,
360X975,500,float64,35.5168,2.180207414,31.8,33.7,34.5,37.9,39,33.9,38.1,38.3,37.9,38.5,30,28,23,22,22,375,0,
360X976,500,float64,2.6416,0.189264582,2.2,2.5,2.7,2.8,2.9,2.7,2.8,2.6,2.9,2.4,116,96,83,67,46,92,0,
360X977,500,float64,35.5168,2.180207414,31.8,33.7,34.5,37.9,39,33.9,38.1,38.3,37.9,38.5,30,28,23,22,22,375,0,
360X978,500,float64,35.5168,2.180207414,31.8,33.7,34.5,37.9,39,33.9,38.1,38.3,37.9,38.5,30,28,23,22,22,375,0,
360X979,500,float64,2.6416,0.189264582,2.2,2.5,2.7,2.8,2.9,2.7,2.8,2.6,2.9,2.4,116,96,83,67,46,92,0,
360X980,500,float64,35.5168,2.180207414,31.8,33.7,34.5,37.9,39,33.9,38.1,38.3,37.9,38.5,30,28,23,22,22,375,0,
360X981,500,float64,35.5168,2.180207414,31.8,33.7,34.5,37.9,39,33.9,38.1,38.3,37.9,38.5,30,28,23,22,22,375,0,
360X983,500,int64,125284.496,65285.67495,51,69257,133214.5,175547.5,235404,24835,233816,141943,191845,54103,2,2,2,2,2,490,0,
360X984,500,int64,35.04,2.188144408,31,33,34,37,39,38,33,34,37,32,110,103,101,59,59,68,0,
360X985,500,float64,4.11944,0.177150928,3.76,3.97,4.08,4.3,4.48,3.97,3.93,4.32,4.08,4,37,27,24,21,19,372,0,
360X986,500,float64,162.4918,0.7447833,160.1,162.3,162.6,162.9,165.3,162.6,162.5,162.9,162.8,162.3,85,64,58,44,39,210,0,
360X987,500,float64,162.4918,0.7447833,160.1,162.3,162.6,162.9,165.3,162.6,162.5,162.9,162.8,162.3,85,64,58,44,39,210,0,
360X988,500,float64,1.6683,0.027268979,1.59,1.65,1.67,1.69,1.71,1.7,1.68,1.66,1.69,1.67,100,80,62,58,52,148,0,
360X989,500,float64,162.4918,0.7447833,160.1,162.3,162.6,162.9,165.3,162.6,162.5,162.9,162.8,162.3,85,64,58,44,39,210,0,
360X990,500,float64,1.6683,0.027268979,1.59,1.65,1.67,1.69,1.71,1.7,1.68,1.66,1.69,1.67,100,80,62,58,52,148,0,
360X991,500,float64,162.4918,0.7447833,160.1,162.3,162.6,162.9,165.3,162.6,162.5,162.9,162.8,162.3,85,64,58,44,39,210,0,
360X992,500,float64,4.11944,0.177150928,3.76,3.97,4.08,4.3,4.48,3.97,3.93,4.32,4.08,4,37,27,24,21,19,372,0,
